 

stn;time;breclod0;brefard0;dkl010d0;fu3010d0;fu3010d1;gre000d0;hns000d0;hto000d0;pp0qnhd0;rka150d0;sremaxdv;su2000d0;tre200d0;tre200dn;tre200dv;tre200dx;ure200d0
STG;20170518;0;0;146;9.4;29.2;250;0;0;1015.0;0.0;43;6.2;19.4;16.6;7.0;21.1;50.2
STG;20170519;0;0;248;11.2;54.0;69;0;0;1015.0;0.9;1;0.1;11.0;5.6;-1.5;18.8;76.7
STG;20170520;0;0;0;5.4;23.0;242;0;0;1023.3;0.1;55;8.0;9.6;4.1;-3.0;14.4;68.3
STG;20170521;0;0;36;7.9;29.9;288;0;0;1024.4;0.2;66;9.6;12.3;7.7;-0.4;17.2;68.4
STG;20170522;0;0;45;5.4;19.8;347;0;0;1019.5;0.0;100;14.6;15.2;8.7;2.4;20.5;63.1
STG;20170523;0;0;250;13.0;49.7;304;0;0;1021.5;0.0;57;8.4;18.6;15.5;5.7;22.7;51.2
STG;20170524;0;0;360;6.8;27.0;235;0;0;1024.4;0.4;40;5.8;15.8;12.8;2.8;19.4;65.5
STG;20170525;0;0;43;7.6;24.5;350;0;0;1022.6;0.0;90;13.2;15.2;11.3;2.1;19.1;62.5
STG;20170526;0;0;35;6.8;32.0;360;0;0;1020.6;0.0;100;14.7;16.1;9.7;2.9;22.0;60.1
STG;20170527;0;0;76;5.4;18.4;358;0;0;1021.4;0.0;100;14.8;19.1;12.6;5.8;24.8;52.2
STG;20170528;0;0;45;5.4;19.8;343;0;0;1021.7;0.0;95;13.9;21.7;16.6;8.3;26.9;45.1
STG;20170529;13;620;141;7.6;48.2;350;0;0;1018.2;4.6;97;14.4;21.9;15.9;8.4;27.0;50.5
STG;20170530;0;743;270;6.8;35.6;274;0;0;1018.8;6.5;64;9.6;19.8;14.3;6.2;24.7;67.2
STG;20170531;0;2;36;6.1;22.0;306;0;0;1022.0;0.2;60;9.0;18.3;14.1;4.6;23.1;76.7
STG;20170601;0;428;45;5.4;24.1;219;0;0;1022.3;1.1;29;4.4;17.2;14.4;3.4;21.3;80.2
STG;20170602;0;420;130;6.8;24.8;251;0;0;1020.0;0.5;53;8.0;17.5;14.2;3.6;22.2;75.0
STG;20170603;6;643;180;6.8;46.4;308;0;0;1016.2;3.4;73;10.9;18.2;13.9;4.2;23.5;71.9
STG;20170604;0;0;265;8.6;33.8;195;0;0;1017.0;8.3;30;4.5;15.1;12.6;1.0;18.3;79.5
STG;20170605;0;0;315;4.0;19.1;59;0;0;1014.9;2.7;2;0.3;12.3;11.1;-1.8;14.0;93.8
STG;20170606;0;222;222;11.2;56.9;75;0;0;1011.1;35.2;16;2.4;11.7;7.8;-2.5;13.8;79.0
STG;20170607;0;4;255;13.3;54.7;277;0;0;1020.5;1.5;56;8.5;10.8;7.0;-3.5;14.9;65.5
STG;20170608;0;0;56;4.0;16.2;345;0;0;1020.8;0.0;99;15.0;14.2;6.9;-0.2;20.2;57.4
STG;20170609;0;1;243;7.2;40.0;206;0;0;1018.0;4.8;36;5.4;17.3;12.9;2.8;20.9;55.6
STG;20170610;0;0;50;5.8;21.2;345;0;0;1022.7;1.1;86;13.1;16.8;12.5;2.3;20.6;71.3
STG;20170611;0;0;18;5.4;23.4;362;0;0;1020.5;0.0;94;14.3;21.0;14.9;6.4;26.5;58.6
STG;20170612;0;0;260;10.4;51.8;166;0;0;1019.8;0.0;20;3.0;21.4;17.7;6.7;24.9;64.3
STG;20170613;0;0;41;5.0;25.2;321;0;0;1019.8;0.0;72;11.0;18.7;14.6;3.9;23.1;64.0
STG;20170614;0;0;34;4.0;13.7;209;0;0;1019.0;0.0;25;3.9;17.8;13.6;2.9;22.7;73.1
STG;20170615;0;960;242;10.8;43.2;310;0;0;1019.6;0.3;66;10.1;21.4;16.5;6.5;26.6;67.7
STG;20170616;0;8;276;15.5;50.8;290;0;0;1023.2;0.0;47;7.2;19.4;14.6;4.4;23.0;59.2
STG;20170617;0;0;11;7.9;25.6;344;0;0;1026.7;0.0;75;11.4;16.0;11.7;0.9;20.0;62.5
STG;20170618;0;0;31;9.0;31.3;373;0;0;1024.6;0.0;99;15.2;17.3;12.3;2.1;21.8;64.7
STG;20170619;0;0;63;5.8;20.5;350;0;0;1022.4;0.0;94;14.3;20.7;14.0;5.4;26.3;64.2
STG;20170620;0;83;242;10.1;41.0;349;0;0;1020.4;0.0;82;12.6;24.6;20.3;9.2;29.2;50.0
STG;20170621;0;0;127;6.8;21.6;304;0;0;1019.2;0.0;79;12.1;24.1;20.7;8.7;28.1;56.7
STG;20170622;0;9;216;8.3;35.3;330;0;0;1019.3;0.0;79;12.1;25.3;20.6;9.8;29.5;52.5
STG;20170623;2;170;252;15.1;60.8;255;0;0;1020.2;1.0;37;5.6;25.2;22.1;9.6;29.7;54.4
STG;20170624;0;0;267;9.4;34.2;192;0;0;1020.6;0.0;29;4.4;20.3;17.5;4.6;22.9;72.5
STG;20170625;0;27;223;7.9;29.9;190;0;0;1018.6;8.0;24;3.6;18.3;15.1;2.5;21.8;74.2
STG;20170626;0;236;79;7.9;45.4;357;0;0;1015.6;5.2;86;13.2;20.2;15.1;4.3;26.4;60.7
STG;20170627;0;0;45;4.7;20.9;277;0;0;1010.5;0.3;44;6.7;19.0;14.5;3.0;23.2;78.3
STG;20170628;0;709;217;9.7;35.6;226;0;0;1003.5;14.7;28;4.2;16.8;12.9;0.8;20.4;79.3
STG;20170629;3;556;214;11.2;40.7;197;0;0;1004.6;13.4;24;3.7;14.1;12.1;-2.0;19.9;75.7
STG;20170630;2;298;220;9.7;39.6;225;0;0;1010.5;4.6;45;6.8;14.0;11.3;-2.2;18.1;67.0
STG;20170701;0;0;249;13.3;45.4;222;0;0;1016.3;0.2;32;4.9;14.1;11.2;-2.3;18.0;69.9
STG;20170702;0;0;224;10.8;28.8;59;0;0;1022.7;10.6;0;0.0;12.3;11.1;-4.2;13.8;92.1
STG;20170703;0;0;256;8.6;30.2;269;0;0;1025.1;4.3;51;7.7;15.6;11.7;-1.0;20.5;74.5
STG;20170704;0;0;101;7.2;22.0;356;0;0;1023.3;0.0;92;14.0;18.1;12.6;1.5;22.3;62.4
STG;20170705;0;0;256;7.2;31.0;351;0;0;1021.1;0.0;97;14.7;22.1;16.2;5.4;27.6;50.9
STG;20170706;0;1;112;6.5;20.9;350;0;0;1021.4;0.0;94;14.2;23.9;19.3;7.1;28.4;49.3
STG;20170707;16;156;231;12.2;59.4;275;0;0;1021.4;7.5;63;9.5;24.3;19.0;7.5;28.4;49.1
STG;20170708;0;1902;214;11.5;46.4;283;0;0;1020.6;2.8;60;9.1;23.1;16.5;6.2;29.3;59.4
STG;20170709;13;248;162;8.6;77.4;153;0;0;1016.8;25.3;18;2.8;19.6;16.1;2.6;24.2;79.1
STG;20170710;3;279;225;10.1;49.3;159;0;0;1014.8;27.2;11;1.6;18.2;13.7;1.2;22.4;80.4
STG;20170711;0;39;198;8.3;35.3;184;0;0;1017.9;8.1;29;4.4;16.9;14.5;-0.2;20.2;79.7
STG;20170712;0;0;272;14.0;57.6;220;0;0;1017.9;2.5;36;5.4;18.8;14.6;1.7;23.1;73.8
STG;20170713;0;0;50;6.8;27.4;282;0;0;1021.6;4.1;47;7.0;16.1;12.9;-1.1;19.9;77.4
STG;20170714;2;404;233;9.4;40.3;140;0;0;1019.8;9.4;10;1.4;15.4;12.7;-1.8;19.3;79.9
STG;20170715;0;0;315;6.8;27.4;188;0;0;1023.9;0.0;22;3.3;14.6;12.0;-2.7;18.2;68.3
STG;20170716;0;0;53;5.4;19.8;326;0;0;1026.0;0.0;76;11.2;15.7;10.7;-1.6;20.0;65.8
STG;20170717;0;0;53;4.7;20.2;343;0;0;1023.1;0.0;97;14.2;19.2;13.6;1.8;23.8;60.4
STG;20170718;4;387;122;7.2;32.0;303;0;0;1019.8;1.7;75;10.9;20.8;16.3;3.4;26.5;62.4
STG;20170719;0;843;153;9.4;65.2;299;0;0;1016.9;0.5;71;10.4;22.5;18.2;5.1;26.9;53.9
STG;20170720;0;1;232;7.9;40.7;178;0;0;1017.1;5.6;47;6.9;18.9;14.8;1.4;22.5;73.2
STG;20170721;0;511;72;7.2;55.1;263;0;0;1015.5;0.7;60;8.7;19.1;14.8;1.6;24.2;78.0
STG;20170722;9;1687;90;7.2;83.5;306;0;0;1017.4;16.3;70;10.2;19.4;14.1;1.9;24.5;74.0
STG;20170723;0;0;240;7.9;34.9;106;0;0;1019.5;0.9;5;0.8;16.1;13.6;-1.4;18.5;81.6
STG;20170724;0;50;227;8.6;40.3;101;0;0;1013.3;21.7;5;0.8;13.6;11.2;-4.0;16.2;85.2
STG;20170725;0;112;228;13.0;41.8;109;0;0;1013.1;10.7;3;0.5;11.8;10.6;-5.8;14.6;86.8
STG;20170726;0;0;225;13.3;41.4;78;0;0;1014.0;16.3;10;1.5;12.5;10.5;-5.1;16.4;84.7
STG;20170727;0;0;204;7.6;55.8;144;0;0;1014.7;6.1;8;1.2;15.9;13.1;-1.7;19.6;76.9
STG;20170728;0;0;201;7.6;52.2;123;0;0;1018.2;8.9;15;2.2;15.4;13.4;-2.2;19.0;83.0
STG;20170729;0;8;108;5.4;41.0;296;0;0;1019.2;0.0;87;12.6;19.1;13.5;1.5;23.5;73.9
STG;20170730;0;137;162;9.4;51.5;246;0;0;1017.0;1.6;52;7.4;21.7;16.5;4.1;25.8;60.9
STG;20170731;0;2;135;8.3;43.9;219;0;0;1018.2;0.1;35;5.1;21.9;15.9;4.3;28.3;63.3
STG;20170801;48;6620;180;7.9;94.0;276;0;0;1018.7;10.8;72;10.3;22.7;17.4;5.1;28.0;67.8
STG;20170802;0;198;124;6.5;27.0;289;0;0;1022.3;0.3;82;11.7;22.2;17.1;4.6;26.4;78.0
STG;20170803;0;0;231;7.9;33.5;252;0;0;1019.1;0.0;50;7.1;25.5;20.7;7.9;29.6;55.5
STG;20170804;0;0;279;6.1;23.8;195;0;0;1019.0;0.0;24;3.4;21.2;18.0;3.6;23.6;75.6
STG;20170805;4;181;283;6.8;61.9;213;0;0;1019.7;2.9;45;6.3;20.3;16.4;2.7;25.4;74.1
STG;20170806;0;0;39;4.7;18.0;99;0;0;1023.7;0.4;8;1.2;14.8;12.2;-2.7;17.5;81.5
STG;20170807;0;0;45;5.4;18.0;321;0;0;1019.1;0.0;100;13.9;16.5;11.1;-1.0;21.9;73.7
STG;20170808;0;26;225;6.8;40.0;93;0;0;1015.7;22.5;14;2.0;16.1;13.7;-1.4;20.8;85.0
STG;20170809;0;30;252;7.2;29.9;158;0;0;1018.3;11.6;21;2.9;15.2;11.5;-2.2;17.7;86.1
STG;20170810;0;0;252;7.6;42.1;30;0;0;1020.5;8.2;0;0.0;11.0;8.6;-6.4;14.2;93.6
STG;20170811;0;0;223;7.6;29.9;68;0;0;1019.1;7.6;0;0.0;10.2;9.0;-7.1;12.0;93.0
STG;20170812;0;0;229;9.0;34.6;160;0;0;1022.5;2.0;13;1.8;13.1;10.0;-4.2;17.8;80.6
STG;20170813;0;0;117;5.0;20.2;291;0;0;1022.7;0.0;80;10.9;16.6;12.3;-0.6;20.4;72.1
STG;20170814;0;0;117;6.1;19.8;293;0;0;1021.5;0.0;98;13.2;18.4;12.4;1.3;23.0;74.9
STG;20170815;0;118;164;8.3;38.2;273;0;0;1021.9;2.3;83;11.2;21.4;16.9;4.3;26.9;63.6
STG;20170816;1;200;143;6.5;51.8;261;0;0;1023.6;9.5;65;8.7;19.0;15.0;2.0;22.9;80.0
STG;20170817;0;0;117;4.7;18.0;243;0;0;1021.9;0.0;75;10.0;20.4;16.2;3.5;24.2;76.9
STG;20170818;17;2967;243;7.6;67.7;260;0;0;1019.1;25.9;74;9.9;20.5;14.4;3.7;26.6;76.1
STG;20170819;0;95;270;6.5;26.3;127;0;0;1021.9;0.7;13;1.7;15.1;13.3;-1.6;18.3;80.9
STG;20170820;0;5;117;5.0;21.6;194;0;0;1025.4;0.0;52;6.9;13.7;10.6;-3.0;17.7;73.0
STG;20170821;0;0;63;4.0;16.6;179;0;0;1025.0;0.0;20;2.6;13.4;9.1;-3.2;16.9;77.7
STG;20170822;0;0;45;5.0;23.0;264;0;0;1021.8;0.0;75;9.8;16.2;12.6;-0.3;20.4;69.9
STG;20170823;0;0;141;5.0;18.7;236;0;0;1019.4;0.0;67;8.8;19.5;14.4;3.1;24.5;70.7
STG;20170824;3;1352;171;7.6;74.5;236;0;0;1020.9;9.9;72;9.3;19.4;14.8;3.2;25.0;76.0
STG;20170825;0;25;143;5.4;23.0;244;0;0;1021.1;0.1;74;9.5;20.0;14.4;3.9;24.9;72.1
STG;20170826;0;3;171;8.3;24.5;252;0;0;1020.4;0.0;84;10.8;22.8;19.1;6.8;26.7;54.3
STG;20170827;0;44;192;7.2;43.9;159;0;0;1020.6;0.0;36;4.6;21.5;18.6;5.6;24.5;57.4
STG;20170828;0;2;79;4.3;16.9;219;0;0;1020.5;0.0;62;7.9;20.7;17.7;4.9;24.2;68.4
STG;20170829;0;0;76;4.0;15.1;265;0;0;1018.2;0.0;96;12.2;20.8;16.9;5.2;25.2;67.6
STG;20170830;0;154;194;5.8;43.2;235;0;0;1015.7;1.7;84;10.7;22.6;17.7;7.1;26.9;58.8
STG;20170831;0;243;243;7.6;40.7;27;0;0;1019.1;57.3;0;0.0;14.8;11.0;-0.5;18.8;94.7
STG;20170901;0;0;356;6.5;33.1;44;0;0;1019.4;60.6;0;0.0;11.3;10.2;-3.8;12.8;97.7
STG;20170902;0;24;284;8.6;43.9;57;0;0;1018.7;54.0;5;0.6;9.4;7.7;-5.5;10.9;93.2
STG;20170903;0;0;158;6.1;22.7;148;0;0;1018.0;5.4;39;4.9;10.1;8.0;-4.7;13.9;83.9
STG;20170904;0;0;146;6.1;22.0;215;0;0;1019.0;2.2;60;7.5;12.2;6.9;-2.4;16.5;78.6
STG;20170905;0;0;191;7.6;24.1;213;0;0;1022.4;0.0;60;7.6;17.4;11.8;2.9;21.5;70.9
STG;20170906;0;0;251;10.8;41.0;89;0;0;1021.3;3.9;9;1.1;15.9;12.9;1.6;18.4;76.8
STG;20170907;0;0;229;6.8;22.3;142;0;0;1019.6;0.0;23;2.9;12.7;10.3;-1.5;15.4;73.1
STG;20170908;0;0;207;7.2;26.3;199;0;0;1013.2;0.0;52;6.4;13.3;9.5;-0.7;16.9;73.4
STG;20170909;0;0;187;7.9;28.8;49;0;0;1005.5;8.5;2;0.2;11.6;8.6;-2.3;14.4;80.5
STG;20170910;0;0;152;7.2;20.9;100;0;0;1008.5;8.5;5;0.6;10.0;7.6;-3.8;12.5;86.5
STG;20170911;0;0;231;10.8;50.4;116;0;0;1007.6;0.0;27;3.3;11.7;8.3;-1.9;15.6;71.3
STG;20170912;0;0;224;11.5;44.3;107;0;0;1013.8;4.9;22;2.7;10.1;8.8;-3.4;11.6;77.8
STG;20170913;0;0;201;10.1;50.4;58;0;0;1015.0;1.2;7;0.9;14.0;9.4;0.6;18.3;61.8
STG;20170914;0;18;239;14.0;70.2;67;0;0;1013.9;9.1;30;3.5;11.5;7.6;-1.7;17.5;67.7
STG;20170915;0;0;164;6.5;26.3;167;0;0;1015.2;0.0;49;5.8;9.1;5.6;-4.0;12.1;69.6
STG;20170916;0;0;45;5.8;23.8;143;0;0;1012.8;4.4;25;3.0;9.1;6.3;-3.9;13.2;80.0
STG;20170917;0;263;146;7.2;38.2;146;0;0;1014.7;6.8;33;3.9;8.0;5.8;-4.8;12.4;86.9
STG;20170918;0;0;238;7.2;28.8;156;0;0;1017.6;0.0;32;3.8;8.8;6.5;-3.9;12.2;76.3
STG;20170919;0;14;241;9.4;41.8;65;0;0;1019.0;3.6;4;0.5;7.8;6.2;-4.8;11.0;83.9
STG;20170920;0;0;229;7.6;28.8;106;0;0;1022.5;1.1;21;2.4;8.2;6.3;-4.3;12.1;83.9
STG;20170921;0;0;45;5.4;22.0;220;0;0;1021.2;0.0;97;11.1;9.5;4.3;-2.9;14.8;74.7
STG;20170922;0;0;162;4.0;12.6;201;0;0;1022.1;0.0;93;10.5;12.5;8.6;0.3;16.7;74.1
STG;20170923;0;0;90;4.0;16.2;194;0;0;1022.6;0.0;82;9.3;12.4;9.1;0.3;15.8;78.1
STG;20170924;4;51;72;4.7;29.9;156;0;0;1021.6;8.2;51;5.7;12.2;9.5;0.2;16.6;84.4
STG;20170925;0;0;124;4.7;25.6;154;0;0;1020.3;0.1;53;5.9;11.3;7.5;-0.6;15.3;84.8
STG;20170926;0;0;153;4.3;17.3;158;0;0;1022.2;0.1;61;6.8;12.5;9.5;0.7;15.7;78.3
STG;20170927;0;0;72;3.6;14.0;177;0;0;1024.3;0.3;71;7.8;13.2;10.7;1.5;16.8;86.5
STG;20170928;0;0;153;4.7;16.9;141;0;0;1026.5;0.0;60;6.6;15.0;11.4;3.4;17.7;72.7
STG;20170929;0;0;143;4.0;19.4;113;0;0;1024.5;1.9;32;3.5;14.7;12.6;3.2;17.4;78.7
STG;20170930;0;0;274;7.2;33.8;142;0;0;1019.5;18.9;43;4.7;14.7;9.0;3.3;20.0;73.1
STG;20171001;0;0;90;4.7;16.2;66;0;0;1022.7;2.6;0;0.0;9.7;8.6;-1.5;11.8;90.2
STG;20171002;0;0;218;7.9;43.9;67;0;0;1021.5;0.5;5;0.6;13.5;9.4;2.4;16.1;73.4
STG;20171003;0;18;231;8.6;44.3;87;0;0;1021.9;14.4;27;2.9;12.4;7.7;1.4;16.1;81.7
STG;20171004;0;0;236;5.8;23.0;124;0;0;1025.6;0.0;30;3.2;10.6;6.1;-0.2;14.6;78.8
STG;20171005;0;0;247;13.3;47.2;168;0;0;1019.1;24.4;74;7.8;14.5;6.9;3.8;19.6;52.1
STG;20171006;0;21;229;10.1;38.9;78;0;0;1021.5;12.0;22;2.3;6.4;4.9;-4.2;9.2;85.6
STG;20171007;0;0;222;6.8;27.4;160;0;0;1023.2;0.0;67;6.9;8.4;5.0;-2.1;12.0;71.1
STG;20171008;0;0;216;9.7;54.0;40;0;0;1020.2;3.8;0;0.0;8.2;6.5;-2.2;9.5;84.2
STG;20171009;0;0;225;5.0;15.5;73;0;0;1021.3;2.0;1;0.1;9.1;6.4;-1.1;11.3;88.8
STG;20171010;0;0;203;8.6;24.8;136;0;0;1021.9;0.0;55;5.5;10.1;5.8;0.0;14.5;72.4
STG;20171011;0;0;198;7.2;29.2;164;0;0;1022.4;0.0;97;9.6;12.4;7.0;2.4;16.6;65.7
STG;20171012;0;0;235;10.8;42.1;143;0;0;1026.6;0.0;71;7.0;14.0;10.5;4.2;17.0;63.7
STG;20171013;0;0;108;4.0;13.0;163;0;0;1029.0;0.0;98;9.6;12.7;9.9;3.0;16.0;79.2
STG;20171014;0;0;153;2.9;10.1;158;0;0;1029.2;0.0;99;9.6;13.5;9.5;3.9;16.6;75.0
STG;20171015;0;0;172;3.6;16.6;158;0;0;1028.8;0.0;99;9.5;15.2;10.8;5.8;19.1;65.2
STG;20171016;0;0;166;2.9;7.9;156;0;0;1028.3;0.0;99;9.4;16.4;13.6;7.2;19.4;49.7
STG;20171017;0;0;171;4.0;18.0;154;0;0;1024.2;0.0;91;8.6;14.9;11.3;5.8;18.0;53.0
STG;20171018;0;0;172;4.7;14.8;146;0;0;1017.9;0.0;99;9.2;13.3;10.1;4.4;16.5;64.3
STG;20171019;0;0;146;4.7;22.0;138;0;0;1015.4;0.0;84;7.8;13.6;8.1;4.8;17.1;56.6
STG;20171020;0;0;214;9.0;44.6;127;0;0;1018.0;0.0;68;6.3;15.0;10.7;6.4;19.1;53.3
STG;20171021;0;0;231;11.2;57.2;71;0;0;1019.2;6.2;8;0.8;14.6;7.7;6.2;17.3;67.6
STG;20171022;0;0;235;13.3;54.4;70;0;0;1019.7;5.2;20;1.8;6.8;4.0;-1.5;8.9;79.6
STG;20171023;0;0;221;11.2;47.5;20;0;0;1023.1;3.4;0;0.0;5.4;4.3;-2.7;6.4;88.3
STG;20171024;0;0;174;6.1;24.1;116;0;0;1027.0;0.2;73;6.5;9.4;6.1;1.5;12.7;75.8
STG;20171025;0;0;188;4.0;17.3;127;0;0;1026.5;0.0;85;7.5;12.9;8.7;5.2;17.1;67.0
STG;20171026;0;0;198;5.8;25.6;117;0;0;1026.8;0.0;90;7.9;14.8;11.2;7.3;18.5;59.8
STG;20171027;0;14;251;11.5;55.4;25;0;0;1026.6;6.6;7;0.6;10.0;4.3;2.7;16.2;79.6
STG;20171028;0;0;239;12.6;50.8;87;0;0;1025.2;0.0;29;2.5;6.6;2.3;-0.6;9.0;73.2
STG;20171029;0;0;248;19.1;68.4;18;0;0;1017.2;5.8;0;0.0;7.1;4.5;0.1;8.6;81.0
STG;20171030;0;0;56;5.4;19.1;84;0;0;1024.2;0.0;40;3.4;3.2;1.3;-3.6;5.6;79.9
STG;20171031;0;0;135;3.2;15.8;97;0;0;1025.7;0.0;61;5.1;2.5;-0.3;-4.0;6.1;80.6
STG;20171101;0;0;146;3.6;20.5;102;0;0;1023.5;0.0;72;6.0;6.6;2.3;0.5;10.8;72.2
STG;20171102;0;0;225;11.9;52.9;89;0;0;1018.7;0.0;39;3.3;10.8;6.8;4.9;13.2;60.6
STG;20171103;0;0;146;5.4;19.4;104;0;0;1016.6;0.0;87;7.2;9.8;6.4;4.1;12.1;74.9
STG;20171104;0;0;180;5.0;23.8;94;0;0;1013.5;0.0;64;5.2;11.5;6.6;6.0;15.4;63.5
STG;20171105;0;0;227;10.4;55.1;10;1;0;1011.2;21.8;0;0.0;6.4;0.8;1.1;14.9;83.5
STG;20171106;0;0;45;9.0;41.4;6;0;1;1018.0;13.8;0;0.0;1.6;0.0;-3.5;3.0;97.3
STG;20171107;0;0;45;6.8;32.8;41;0;0;1015.4;2.9;4;0.3;3.3;2.6;-1.6;4.7;90.4
STG;20171108;0;0;216;5.0;23.8;27;0;0;1016.6;3.3;0;0.0;3.3;1.6;-1.4;4.3;89.3
STG;20171109;0;0;56;3.2;12.6;14;0;0;1022.0;0.0;0;0.0;3.5;2.8;-1.1;4.1;93.8
STG;20171110;0;0;229;11.2;41.8;22;0;0;1021.4;5.9;0;0.0;4.0;3.1;-0.4;5.0;82.8
STG;20171111;0;0;237;16.6;48.2;29;0;0;1015.2;9.6;0;0.0;5.6;3.8;1.4;7.4;86.4
STG;20171112;0;70;235;17.3;114.8;26;2;0;1005.2;23.5;1;0.1;5.7;0.1;1.6;9.1;87.2
STG;20171113;0;0;302;7.2;28.1;16;3;2;1013.6;9.9;0;0.0;0.1;-0.5;-3.8;1.0;94.3
STG;20171114;0;0;101;3.6;15.5;96;0;4;1023.4;0.7;76;5.6;-0.4;-2.4;-4.1;1.3;90.7
STG;20171115;0;0;53;3.2;12.6;56;0;3;1023.4;0.0;27;2.0;-1.5;-2.9;-5.1;0.1;94.1
STG;20171116;0;0;0;3.6;12.6;23;0;3;1022.3;0.0;0;0.0;-1.1;-2.2;-4.5;-0.1;91.8
STG;20171117;0;0;82;3.6;13.7;30;0;2;1023.8;0.0;0;0.0;0.0;-2.5;-3.3;1.4;97.6
STG;20171118;0;0;214;6.5;25.9;17;6;0;1021.8;0.1;0;0.0;1.4;0.1;-1.8;2.3;90.4
STG;20171119;0;0;236;10.8;43.2;17;1;6;1019.7;6.1;0;0.0;1.0;0.0;-2.0;2.0;86.7
STG;20171120;0;0;202;7.2;37.8;34;0;4;1021.5;0.0;0;0.0;2.7;0.6;-0.2;5.7;65.9
STG;20171121;0;0;203;11.2;46.1;35;0;0;1018.7;1.3;11;0.8;8.1;3.2;5.3;11.0;53.7
STG;20171122;0;0;189;5.8;33.1;83;0;0;1014.8;0.0;98;6.9;10.8;8.0;8.1;13.9;40.0
STG;20171123;0;0;184;7.2;32.4;66;0;0;1014.8;0.0;57;3.9;9.5;4.3;7.0;13.2;45.8
STG;20171124;0;0;193;6.5;27.0;65;0;0;1016.0;0.0;62;4.3;10.5;7.7;8.1;13.6;52.1
STG;20171125;0;0;232;11.5;47.2;12;5;0;1013.1;13.5;0;0.0;4.6;-0.4;2.3;9.6;82.9
STG;20171126;0;0;221;10.4;36.4;39;1;5;1024.2;3.7;6;0.4;-0.9;-2.0;-3.1;0.0;80.8
STG;20171127;0;0;223;9.0;37.1;60;0;4;1023.4;0.0;45;3.0;1.1;-1.1;-1.0;2.9;63.9
STG;20171128;0;0;218;7.9;41.0;39;0;2;1010.1;0.0;1;0.0;2.5;0.2;0.5;4.2;63.7
STG;20171129;0;0;248;5.4;24.1;16;6;0;1004.9;5.2;0;0.0;0.5;-1.7;-1.4;2.0;91.0
STG;20171130;0;0;218;9.7;36.0;36;1;6;1005.6;1.2;1;0.1;-1.5;-2.3;-3.4;-0.8;79.8
STG;20171201;0;0;90;5.8;30.2;73;0;5;1010.1;0.3;65;4.2;-2.4;-3.8;-4.1;-1.0;80.4
STG;20171202;0;0;72;9.4;26.3;64;0;4;1018.5;0.0;60;3.9;-3.1;-4.3;-4.7;-1.8;77.6
STG;20171203;0;0;217;4.3;22.7;35;1;3;1023.6;0.1;12;0.8;-3.2;-3.9;-4.8;-2.2;74.6
STG;20171204;0;0;231;7.9;28.4;18;3;4;1030.2;6.4;0;0.0;-0.2;-2.5;-1.7;1.3;89.3
STG;20171205;0;0;187;4.0;19.4;51;0;6;1035.2;0.2;42;2.6;-0.1;-2.2;-1.5;1.4;91.6
STG;20171206;0;0;101;4.3;13.0;30;0;5;1032.1;0.0;0;0.0;-2.0;-4.0;-3.4;-1.1;99.3
STG;20171207;0;0;175;5.4;26.6;73;0;4;1022.6;0.0;98;6.1;1.5;-4.7;0.2;6.2;67.3
STG;20171208;0;0;231;12.2;53.6;9;7;2;1013.1;14.2;0;0.0;0.9;-2.1;-0.3;5.4;82.4
STG;20171209;0;0;235;10.4;39.2;42;1;8;1015.2;0.3;33;2.0;-3.7;-6.1;-4.9;-2.1;77.5
STG;20171210;0;0;183;10.1;68.4;12;0;8;997.5;12.1;0;0.0;-0.6;-6.2;-1.7;5.9;76.5
STG;20171211;0;2;173;14.0;62.3;15;0;2;986.4;8.9;0;0.0;5.9;2.0;4.9;11.8;72.2
STG;20171212;0;0;245;10.1;51.8;27;0;0;1008.9;1.4;0;0.0;0.5;-1.1;-0.5;3.6;84.4
STG;20171213;0;0;169;7.9;28.4;59;0;0;1011.4;0.0;65;4.0;1.2;-3.0;0.3;6.3;56.4
STG;20171214;0;1;226;14.8;73.8;13;11;0;1001.2;52.8;0;0.0;2.4;-0.4;1.5;7.6;82.3
STG;20171215;0;1;211;11.5;43.9;68;1;11;999.2;11.2;94;5.7;1.0;-1.1;0.2;2.5;76.8
STG;20171216;0;0;233;9.4;29.2;15;10;11;1009.5;5.7;0;0.0;-0.4;-1.9;-1.1;0.5;88.1
STG;20171217;0;0;229;8.3;26.3;30;1;18;1022.3;0.6;2;0.1;-1.8;-2.8;-2.5;-0.8;83.2
STG;20171218;0;0;202;4.0;22.7;19;4;16;1022.4;4.0;0;0.0;-1.9;-3.6;-2.5;-0.2;86.7
STG;20171219;0;0;236;2.5;14.8;26;0;14;1030.7;1.0;1;0.1;-0.5;-1.4;-1.1;0.6;93.5
STG;20171220;0;0;153;4.0;14.4;41;0;12;1032.6;0.2;3;0.2;-0.7;-2.3;-1.2;0.1;93.3
STG;20171221;0;0;191;5.4;24.8;51;0;11;1035.1;7.4;36;2.1;1.0;-2.4;0.5;3.6;89.5
STG;20171222;0;0;197;5.4;25.6;18;0;10;1034.3;11.0;0;0.0;3.5;1.8;3.1;4.9;94.0
STG;20171223;0;0;189;2.9;10.4;28;0;5;1034.8;0.1;0;0.0;2.4;-1.5;2.0;4.0;97.0
STG;20171224;0;0;124;2.2;7.6;43;0;4;1029.4;0.0;10;0.6;-1.9;-4.0;-2.3;-0.3;99.5
